Title,URL,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 3 First Name,Author 3 Last Name,Author 4 First Name,Author 4 Last Name,Author 5 First Name,Author 5 Last Name,Author 6 First Name,Author 6 Last Name,Author 7 First Name,Author 7 Last Name,Author 8 First Name,Author 8 Last Name,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation,Author 9 First Name,Author 9 Last Name,Author 10 First Name,Author 10 Last Name,Author 11 First Name,Author 11 Last Name,Author 12 First Name,Author 12 Last Name,Author 13 First Name,Author 13 Last Name,Author 14 First Name,Author 14 Last Name,Collective Author 1,Collective Author 2,Author 5 Affiliation,Author 6 Affiliation,Author 7 Affiliation,Author 8 Affiliation,Author 9 Affiliation,Author 10 Affiliation,Author 11 Affiliation,Author 12 Affiliation,Author 13 Affiliation,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 16 First Name,Author 16 Last Name,Author 17 First Name,Author 17 Last Name,Author 18 First Name,Author 18 Last Name,Author 19 First Name,Author 19 Last Name,Author 20 First Name,Author 20 Last Name,Author 21 First Name,Author 21 Last Name,Author 22 First Name,Author 22 Last Name,Author 15 Affiliation,Author 16 Affiliation,Author 17 Affiliation,Author 23 First Name,Author 23 Last Name,Author 24 First Name,Author 24 Last Name,Author 25 First Name,Author 25 Last Name,Author 26 First Name,Author 26 Last Name,Author 27 First Name,Author 27 Last Name,Author 28 First Name,Author 28 Last Name,Author 29 First Name,Author 29 Last Name,Author 30 First Name,Author 30 Last Name,Author 31 First Name,Author 31 Last Name,Author 32 First Name,Author 32 Last Name,Author 33 First Name,Author 33 Last Name,Author 18 Affiliation,Author 19 Affiliation,Author 20 Affiliation,Author 21 Affiliation,Author 22 Affiliation,Author 23 Affiliation
a decision aid for intensity-modulated radiation-therapy plan selection in prostate cancer based on a prognostic bayesian network and a markov model,https://pubmed.ncbi.nlm.nih.gov/19157811/,20,01,2009,Artificial intelligence in medicine,46,2,1873-2860,Wade P,Smith,"Department of Radiation Oncology, Box 356043, University of Washington, 1959 NE Pacific St., Seattle, WA 98195-6043, USA. wpsmith@u.washington.edu",Jason,Doctor,Jürgen,Meyer,Ira J,Kalet,Mark H,Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
significance of bioindicators for early predictions on diagnosis and therapy of irradiated minipigs,https://pubmed.ncbi.nlm.nih.gov/27356060/,XX,08,2016,Health physics,111,2,1538-5159,Maria,Moroni,"*Radiation Countermeasures Program, Armed Forces Radiobiology Research Institute, Uniformed Services University of the Health Sciences, Bethesda, MD; †Bundeswehr Institute of Radiobiology affiliated to the University Ulm, Munich, Germany; ‡The Henry M. Jackson Foundation, Bethesda, MD 20817; §Veterinary Science Department, Armed Forces Radiobiology Research Institute, Uniformed Services University of the Health Sciences, Bethesda MD.",Matthias,Port,Jatinder,Gulani,Mark,Chappell,Michael,Abend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breast conservation treatment with radiation: an ongoing success story,https://pubmed.ncbi.nlm.nih.gov/20048173/,04,01,2010,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,28,5,1527-7755,Lawrence J,Solin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a prospective evaluation of transbronchial ultrasonography for assessment of depth of invasion in early bronchogenic squamous cell carcinoma,https://pubmed.ncbi.nlm.nih.gov/14512186/,XX,10,2003,"Lung cancer (Amsterdam, Netherlands)",42,1,0169-5002,Hiroto,Takahashi,"Department of Thoracic Surgery, Institute of Development, Aging and Cancer, Tohoku University, 4-1 Seiryo-machi, Aoba-ku, Sendai 980-8575, Japan. hirotot@ohta-hp.or.jp",Motoyasu,Sagawa,Masami,Sato,Akira,Sakurada,Chiaki,Endo,Itaru,Ishida,Takeshi,Oyaizu,Yoshihiro,Nakamura,,,,Takashi,Kondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a model is a model: a decision analysis for rectal cancer,https://pubmed.ncbi.nlm.nih.gov/14759975/,04,02,2004,Journal of the National Cancer Institute,96,3,1460-2105,Joel,Tepper,,David,Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do older men benefit from curative therapy of localized prostate cancer?,https://pubmed.ncbi.nlm.nih.gov/12947068/,01,09,2003,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,21,17,0732-183X,Shabbir M H,Alibhai,"University Health Network, Room ENG-233, 200 Elizabeth St, Toronto, Ontario, Canada M5G 2C4. shabbir.alibhai@uhn.on.ca.",Gary,Naglie,Robert,Nam,John,Trachtenberg,Murray D,Krahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"summary version of the standards, options and recommendations for nonmetastatic breast cancer (updated january 2001)",https://pubmed.ncbi.nlm.nih.gov/12915900/,XX,08,2003,British journal of cancer,89 Suppl 1,,0007-0920,L,Mauriac,"Institut Bergonié, Bordeaux, France.",E,Luporsi,B,Cutuli,A,Fourquet,J R,Garbay,S,Giard,F,Spyratos,B,Sigal-Zafrani,,,,J M,Dilhuydy,V,Acharian,C,Balu-Maestro,M P,Blanc-Vincent,C,Cohen-Solal,B,De Lafontan,FNCLCC,,,,,,,,,,,,M H,Dilhuydy,B,Duquesne,R,Gilles,A,Lesur,N,Shen,L,Cany,I,Dagousset,M H,Gaspard,,,,H,Hoarau,A,Hubert,M H,Monira,N,Perrié,G,Romieu,,,,,,,,,,,,,,,,,,
the monitoring of gynecological radiotherapy using serial tumor marker determinations,https://pubmed.ncbi.nlm.nih.gov/2200151/,XX,07,1990,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],166,7,0179-7158,R K,Wagner,"Klinikum Passau, Lehrkrankenhaus der Technischen Universität München.",A,Atzinger,A,Breit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision science can inform clinical trade-offs regarding cardiotoxic cancer treatments,https://pubmed.ncbi.nlm.nih.gov/34350379/,24,06,2021,JNCI cancer spectrum,5,4,2515-5091,Arielle S,Gillman,"Division of Cancer Control and Population Sciences, Cancer Prevention Fellowship Program, Basic Biobehavioral and Psychological Sciences Branch, Behavioral Research Program, National Cancer Institute, Bethesda, MD, USA.",Jacqueline B,Vo,Anju,Nohria,Rebecca A,Ferrer,,,,,,,,,"Division of Cancer Epidemiology and Genetics, Cancer Prevention Fellowship Program, Radiation Epidemiology Branch, National Cancer Institute, Bethesda, MD, USA.","Cardio-Oncology Program, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, MA, USA.","Division of Cancer Control and Population Sciences, Basic Biobehavioral and Psychological Sciences Branch, Behavioral Research Program, National Cancer Institute, Bethesda, MD, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinical radiobiology of glioblastoma multiforme: estimation of tumor control probability from various radiotherapy fractionation schemes,https://pubmed.ncbi.nlm.nih.gov/24699988/,04,04,2014,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],190,10,1439-099X,Piernicola,Pedicini,"Unit of Nuclear Medicine, Department of Radiation and Metabolic Therapies, I.R.C.C.S.-Regional-Cancer-Hospital-C.R.O.B, 1-Padre-Pio-Street, Rionero-in-Vulture, Italy, ppiern@libero.it.",Alba,Fiorentino,Vittorio,Simeon,Paolo,Tini,Costanza,Chiumento,Luigi,Pirtoli,Marco,Salvatore,Giovanni,Storto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cost-effectiveness analysis of chemoradiation therapy versus transoral robotic surgery for human papillomavirus-associated, clinical n2 oropharyngeal cancer",https://pubmed.ncbi.nlm.nih.gov/26867880/,10,11,2015,"International journal of radiation oncology, biology, physics",94,3,1879-355X,David J,Sher,"Department of Radiation Oncology, University of Texas Southwestern Medical Center, Dallas, Texas. Electronic address: david.sher@utsouthwestern.edu.",Mary Jo,Fidler,Roy B,Tishler,Kerstin,Stenson,Samer,al-Khudari,,,,,,,"Section of Medical Oncology, Rush University Medical Center, Chicago, Illinois.","Department of Radiation Oncology, Brigham and Women's Hospital and Dana-Farber Cancer Institute, Boston, Massachusetts.","Department of Otolaryngology, Rush University Medical Center, Chicago, Illinois.",,,,,,,,,,,,,,,"Department of Otolaryngology, Rush University Medical Center, Chicago, Illinois.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
estimated risk of cardiovascular disease and secondary cancers with modern highly conformal radiotherapy for early-stage mediastinal hodgkin lymphoma,https://pubmed.ncbi.nlm.nih.gov/23619032/,25,04,2013,Annals of oncology : official journal of the European Society for Medical Oncology,24,8,1569-8041,M V,Maraldo,"Department of Radiation Oncology, Rigshospitalet, University of Copenhagen, Copenhagen, Denmark. dra.maraldo@gmail.com",N P,Brodin,M C,Aznar,I R,Vogelius,P,Munck af Rosenschöld,P M,Petersen,L,Specht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision tree and paradigms of primary breast cancer: changes elicited by preoperative therapy,https://pubmed.ncbi.nlm.nih.gov/12761467/,XX,05,2003,Medical science monitor : international medical journal of experimental and clinical research,9,5,1234-1010,Masakazu,Toi,"Breast Oncology Unit, Tokyo Metropolitan Komagome Hospital, Tokyo Metropolitan Medical Center for Cancer and Infectious Diseases, 3-18-22 Honkomagome, Bunkyo-ku, 113-8677 Tokyo, Japan. maktoi77@wa2.so-net.ne.jp",Hiroko,Bando,Shigehira,Saji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neoadjuvant therapy versus upfront surgical strategies in resectable pancreatic cancer: a markov decision analysis,https://pubmed.ncbi.nlm.nih.gov/27570116/,09,08,2016,European journal of surgical oncology : the journal of the European Society of Surgical Oncology and the British Association of Surgical Oncology,42,10,1532-2157,S W L,de Geus,"Surgical Outcomes Analysis & Research, Beth Israel Deaconess Medical Center, Harvard Medical School, Department of Surgery, 330 Brookline Avenue, Boston, MA 02215, USA. Electronic address: S.W.L.de_geus@lumc.nl.",D B,Evans,L A,Bliss,M F,Eskander,J K,Smith,R A,Wolff,R A,Miksad,M C,Weinstein,"Department of Surgery, Medical College of Wisconsin, 8701 Watertown Plank Road, Milwaukee, WI 53226, USA. Electronic address: devans@mcw.edu.","Surgical Outcomes Analysis & Research, Beth Israel Deaconess Medical Center, Harvard Medical School, Department of Surgery, 330 Brookline Avenue, Boston, MA 02215, USA. Electronic address: lindsay.bliss@gmail.com.","Surgical Outcomes Analysis & Research, Beth Israel Deaconess Medical Center, Harvard Medical School, Department of Surgery, 330 Brookline Avenue, Boston, MA 02215, USA. Electronic address: meskande@bidmc.harvard.edu.",J F,Tseng,,,,,,,,,,,,,"Surgical Outcomes Analysis & Research, Beth Israel Deaconess Medical Center, Harvard Medical School, Department of Surgery, 330 Brookline Avenue, Boston, MA 02215, USA. Electronic address: jkennedysmith@gmail.com.","Department of Gastrointestinal Oncology, University of Texas M.D. Anderson Cancer Center, 1515 Holcombe Blvd, Houston, TX 77030, USA. Electronic address: rwolff@mdanderson.org.","Surgical Outcomes Analysis & Research, Beth Israel Deaconess Medical Center, Harvard Medical School, Department of Surgery, 330 Brookline Avenue, Boston, MA 02215, USA. Electronic address: rmiksad@bidmc.harvard.edu.","Department of Health Policy and Management, Harvard T.H. Chan School of Public Health, 677 Huntington Avenue, Boston, MA 02115, USA. Electronic address: mcw@hsph.harvard.edu.","Surgical Outcomes Analysis & Research, Beth Israel Deaconess Medical Center, Harvard Medical School, Department of Surgery, 330 Brookline Avenue, Boston, MA 02215, USA. Electronic address: jftseng@bidmc.harvard.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
applying the neoadjuvant paradigm to ductal carcinoma in situ,https://pubmed.ncbi.nlm.nih.gov/15015707/,XX,01,2004,Annals of surgical oncology,11,1 Suppl,1068-9265,Laura,Esserman,"Department of Surgery, University of California San Francisco Medical Center, San Francisco, California 94115, USA. laura.esserman@ucsfmedctr.org",Karen,Sepucha,Elissa,Ozanne,E Shelley,Hwang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incomplete and inconsistent information provided to men making decisions for treatment of early-stage prostate cancer,https://pubmed.ncbi.nlm.nih.gov/17482939/,XX,05,2007,Urology,69,5,1527-9995,Stephanie L,Snow,"Department of Internal Medicine, Dalhousie University and Queen Elizabeth II Health Sciences Centre, Halifax, Nova Scotia, Canada.",Rachel L,Panton,Lorna J,Butler,Derek R,Wilke,Robert D H,Rutledge,David G,Bell,Ricardo A,Rendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cost-effectiveness analysis comparing conventional, hypofractionated, and intraoperative radiotherapy for early-stage breast cancer",https://pubmed.ncbi.nlm.nih.gov/29059428/,01,11,2017,Journal of the National Cancer Institute,109,11,1460-2105,Ashish A,Deshmukh,"Department of Health Services Research, Management and Policy, University of Florida, Gainesville, FL; Department of Radiation Oncology, Banner MD Anderson Cancer Center, Gilbert, AZ; The University of Texas Health Science Center at Houston School of Public Health, Houston, TX; The University of Texas Health Science Center at Houston Medical School, Center for Clinical Research and Evidence-Based Medicine, Houston, TX; Department of Health Services Research and Department of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX.",Shervin M,Shirvani,Lincy,Lal,J Michael,Swint,Scott B,Cantor,Benjamin D,Smith,Anna,Likhacheva,,,"Department of Health Services Research, Management and Policy, University of Florida, Gainesville, FL; Department of Radiation Oncology, Banner MD Anderson Cancer Center, Gilbert, AZ; The University of Texas Health Science Center at Houston School of Public Health, Houston, TX; The University of Texas Health Science Center at Houston Medical School, Center for Clinical Research and Evidence-Based Medicine, Houston, TX; Department of Health Services Research and Department of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX.","Department of Health Services Research, Management and Policy, University of Florida, Gainesville, FL; Department of Radiation Oncology, Banner MD Anderson Cancer Center, Gilbert, AZ; The University of Texas Health Science Center at Houston School of Public Health, Houston, TX; The University of Texas Health Science Center at Houston Medical School, Center for Clinical Research and Evidence-Based Medicine, Houston, TX; Department of Health Services Research and Department of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX.","Department of Health Services Research, Management and Policy, University of Florida, Gainesville, FL; Department of Radiation Oncology, Banner MD Anderson Cancer Center, Gilbert, AZ; The University of Texas Health Science Center at Houston School of Public Health, Houston, TX; The University of Texas Health Science Center at Houston Medical School, Center for Clinical Research and Evidence-Based Medicine, Houston, TX; Department of Health Services Research and Department of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX.",,,,,,,,,,,,,,,"Department of Health Services Research, Management and Policy, University of Florida, Gainesville, FL; Department of Radiation Oncology, Banner MD Anderson Cancer Center, Gilbert, AZ; The University of Texas Health Science Center at Houston School of Public Health, Houston, TX; The University of Texas Health Science Center at Houston Medical School, Center for Clinical Research and Evidence-Based Medicine, Houston, TX; Department of Health Services Research and Department of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX.","Department of Health Services Research, Management and Policy, University of Florida, Gainesville, FL; Department of Radiation Oncology, Banner MD Anderson Cancer Center, Gilbert, AZ; The University of Texas Health Science Center at Houston School of Public Health, Houston, TX; The University of Texas Health Science Center at Houston Medical School, Center for Clinical Research and Evidence-Based Medicine, Houston, TX; Department of Health Services Research and Department of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX.","Department of Health Services Research, Management and Policy, University of Florida, Gainesville, FL; Department of Radiation Oncology, Banner MD Anderson Cancer Center, Gilbert, AZ; The University of Texas Health Science Center at Houston School of Public Health, Houston, TX; The University of Texas Health Science Center at Houston Medical School, Center for Clinical Research and Evidence-Based Medicine, Houston, TX; Department of Health Services Research and Department of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axillary lymph node dissection for breast cancer: a decision analysis of t1 lesions,https://pubmed.ncbi.nlm.nih.gov/9527266/,XX,03,1998,Annals of surgical oncology,5,2,1068-9265,V,Velanovich,"Department of Surgery, Henry Ford Hospital, Detroit, Michigan 48202-2689, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patterns and correlates of adjuvant radiotherapy receipt after lumpectomy and after mastectomy for breast cancer,https://pubmed.ncbi.nlm.nih.gov/20351324/,29,03,2010,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,28,14,1527-7755,Reshma,Jagsi,"Department of Radiation Oncology, University of Michigan, UHB2C490, SPC 5010, 1500 E Medical Center Dr, Ann Arbor, MI 48109-5010, USA. rjagsi@med.umich.edu",Paul,Abrahamse,Monica,Morrow,Sarah T,Hawley,Jennifer J,Griggs,John J,Graff,Ann S,Hamilton,Steven J,Katz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
why older adults make more immediate treatment decisions about cancer than younger adults,https://pubmed.ncbi.nlm.nih.gov/17874951/,XX,09,2007,Psychology and aging,22,3,0882-7974,Bonnie J F,Meyer,"Department of Educational and School Psychology and Special Education, University Park Campus, Pennsylvania State University, University Park, PA 16802, USA. bjm8@psu.edu",Andrew P,Talbot,Carlee,Ranalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the current state of brachytherapy nomograms for patients with clinically localized prostate cancer,https://pubmed.ncbi.nlm.nih.gov/19544540/,01,07,2009,Cancer,115,13 Suppl,0008-543X,Carvell T,Nguyen,"Glickman Urological and Kidney Institute, Cleveland Clinic, Cleveland, Ohio, USA.",Michael J,Zelefsky,Michael W,Kattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imaging and scopes? it's bloody time for another branch in the decision tree,https://pubmed.ncbi.nlm.nih.gov/29482847/,08,02,2018,The Journal of thoracic and cardiovascular surgery,155,5,1097-685X,Virginia R,Litle,"Division of Thoracic Surgery, Department of Surgery, Boston University School of Medicine, Boston, Mass. Electronic address: Virginia.litle@bmc.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
computer-based risk prediction models: ethical issues of adjuvant! online use in early-stage breast cancer,https://pubmed.ncbi.nlm.nih.gov/26792034/,11,01,2016,"Gynecologie, obstetrique & fertilite",44,2,1769-6682,E,Kempf,"Medical oncology department, Henri-Mondor Hospital, AP-HP, 51, avenue du Maréchal-de-Lattre-de-Tassigny, 94010 Créteil cedex, France. Electronic address: emma@kempf.pro.",E,Azria,A,Kempf,,,,,,,,,,,"INSERM, U-1153, Epidemiology and Biostatistics Sorbonne Paris Cité Center, Obstetrical, Perinatal and Pediatric Epidemiology Team, DHU Risk in Pregnancy, Maternité de Port Royal, 53, avenue de l'Observatoire, 75014 Paris, France; Department of Obstetrics, Paris Descartes University, groupe hospitalier Paris-Saint-Joseph, 185, rue Raymond-Losserand, 75014 Paris, France.","Robert-Debré Hospital management team, AP-HP, 48, boulevard Sérurier, 75019 Paris, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of adjuvant radiotherapy in intermediate risk endometrial cancer,https://pubmed.ncbi.nlm.nih.gov/17509672/,16,05,2007,Gynecologic oncology,106,2,0090-8258,N Calloway,Rankins,"Division of Gynecologic Oncology, Department of Obstetrics and Gynecology, Duke University Medical Center, Durham, NC 27710, USA. nicole_rankins@unc.edu",A Alvarez,Secord,E,Jewell,L J,Havrilesky,J T,Soper,E,Myers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patient preferences regarding intraoperative versus external beam radiotherapy following breast-conserving surgery,https://pubmed.ncbi.nlm.nih.gov/24292868/,30,11,2013,Breast cancer research and treatment,143,1,1573-7217,Michael D,Alvarado,"Department of Surgery, UCSF Comprehensive Cancer Center, University of California, Box 1710, 1600 Divisadero, San Francisco, CA, 94143-1710, USA, Michael.Alvarado@ucsfmedctr.org.",Jay,Conolly,Catherine,Park,Theadora,Sakata,Aron J,Mohan,Brittany L,Harrison,Mitchell,Hayes,Laura J,Esserman,,,,Elissa M,Ozanne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness analysis of single fraction of stereotactic body radiation therapy compared with single fraction of external beam radiation therapy for palliation of vertebral bone metastases,https://pubmed.ncbi.nlm.nih.gov/25680599/,30,01,2015,"International journal of radiation oncology, biology, physics",91,3,1879-355X,Hayeon,Kim,"Department of Radiation Oncology, University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania. Electronic address: kimh2@upmc.edu.",Malolan S,Rajagopalan,Sushil,Beriwal,M Saiful,Huq,Kenneth J,Smith,,,,,,,"Department of Radiation Oncology, University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania.","Department of Radiation Oncology, University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania.","Department of Radiation Oncology, University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania.",,,,,,,,,,,,,,,"Department of Medicine, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
economic evaluation of proton radiation therapy in the treatment of breast cancer,https://pubmed.ncbi.nlm.nih.gov/15885828/,XX,05,2005,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,75,2,0167-8140,Jonas,Lundkvist,"Medical Management Centre, Karolinska Institute, Stockholm, Sweden. jonas.l@healtheconomics.se",Mattias,Ekman,Suzanne Rehn,Ericsson,Ulf,Isacsson,Bengt,Jönsson,Bengt,Glimelius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness analysis of sbrt versus imrt: an emerging initial radiation treatment option for organ-confined prostate cancer,https://pubmed.ncbi.nlm.nih.gov/22694113/,01,05,2012,The American journal of managed care,18,5,1936-2692,Joseph C,Hodges,"University of Texas Southwestern, Dallas, USA. joseph.hodges@utsouthwestern.edu",Yair,Lotan,Thomas P,Boike,Rhonda,Benton,Alyson,Barrier,Robert D,Timmerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vascular structure and binomial statistics for response modeling in radiosurgery of cerebral arteriovenous malformations,https://pubmed.ncbi.nlm.nih.gov/20299719/,19,03,2010,Physics in medicine and biology,55,7,1361-6560,Bahram,Andisheh,"Department of Medical Radiation Physics, Karolinska Institutet and Stockholm University, Stockholm, Sweden.",Mohammad A,Bitaraf,Panayiotis,Mavroidis,Anders,Brahme,Bengt K,Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
how well is the net cost of fractionated radiotherapy predicted by radiobiological parameters?,https://pubmed.ncbi.nlm.nih.gov/9336165/,01,10,1997,"International journal of radiation oncology, biology, physics",39,3,0360-3016,R I,MacKay,,P C,Williams,C J,Moore,J H,Hendry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"radiosurgical, neurosurgical, or no intervention for cerebral cavernous malformations: a decision analysis",https://pubmed.ncbi.nlm.nih.gov/31122172/,23,05,2019,International journal of stroke : official journal of the International Stroke Society,14,9,1747-4949,Leon A,Rinkel,"University Medical Centre Groningen, University of Groningen, Groningen, the Netherlands.",Rustam,Al-Shahi Salman,Gabriel Je,Rinkel,Jacoba P,Greving,,,,,,,,,"Centre for Clinical Brain Sciences, University of Edinburgh, Edinburgh, UK.","Department of Neurology and Neurosurgery, University Medical Center Utrecht, Utrecht, the Netherlands.","Julius Center for Health Sciences and Primary Care, University Medical Center Utrecht, Utrecht, the Netherlands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the impact of adding radiation treatment after breast conservation surgery for ductal carcinoma in situ of the breast,https://pubmed.ncbi.nlm.nih.gov/20956827/,XX,XX,2010,Journal of the National Cancer Institute. Monographs,2010,41,1745-6614,Lawrence J,Solin,"Department of Radiation Oncology, Albert Einstein Medical Center, 5501 Old York Rd, Philadelphia, PA 19141, USA. solin@einstein.edu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the potential for mathematical modelling in the assessment of the radiation dose equivalent of cytotoxic chemotherapy given concomitantly with radiotherapy,https://pubmed.ncbi.nlm.nih.gov/16177018/,XX,10,2005,The British journal of radiology,78,934,0007-1285,B,Jones,"Department of Clinical Oncology, Queen Elizabeth University Hospital, Birmingham, UK.",R G,Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current estimate of costs of lung cancer screening in the united states,https://pubmed.ncbi.nlm.nih.gov/25901564/,07,03,2015,Thoracic surgery clinics,25,2,1558-5069,David C,Mauchley,"Division of Cardiothoracic Surgery, University of Colorado School of Medicine, 12631 East 17th Avenue, C-310, Aurora, CO 80045, USA.",John D,Mitchell,,,,,,,,,,,,,"Division of Cardiothoracic Surgery, University of Colorado School of Medicine, 12631 East 17th Avenue, C-310, Aurora, CO 80045, USA. Electronic address: john.mitchell@ucdenver.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
