Title,URL,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 3 First Name,Author 3 Last Name,Author 4 First Name,Author 4 Last Name,Author 5 First Name,Author 5 Last Name,Author 6 First Name,Author 6 Last Name,Author 7 First Name,Author 7 Last Name,Author 8 First Name,Author 8 Last Name,Author 9 First Name,Author 9 Last Name,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation,Author 5 Affiliation,Author 6 Affiliation,Author 7 Affiliation,Author 8 Affiliation,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Collective Author 1,Collective Author 2,Collective Author 3,Collective Author 4,Collective Author 5,Collective Author 6
expert consensus contouring guidelines for intensity modulated radiation therapy in esophageal and gastroesophageal junction cancer,https://pubmed.ncbi.nlm.nih.gov/26104943/,02,04,2015,"International journal of radiation oncology, biology, physics",92,4,1879-355X,Abraham J,Wu,"Memorial Sloan-Kettering Cancer Center, New York, New York. Electronic address: wua@mskcc.org.",Walter R,Bosch,Daniel T,Chang,Theodore S,Hong,Salma K,Jabbour,Lawrence R,Kleinberg,Harvey J,Mamon,Charles R,Thomas,Karyn A,Goodman,"Washington University, St. Louis, Missouri.","Stanford Cancer Institute, Stanford, California.","Massachusetts General Hospital, Boston, Massachusetts.","Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey.","Johns Hopkins Medical Center, Baltimore, Maryland.","Brigham and Women's Hospital, Boston, Massachusetts.","Knight Cancer Institute, Oregon Health & Sciences University, Portland, Oregon.","Memorial Sloan-Kettering Cancer Center, New York, New York.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"relationship between consulting for second medical opinions, radiotherapy, and satisfaction with therapy, analyzed by structural equation modeling: a web-based survey",https://pubmed.ncbi.nlm.nih.gov/34582658/,01,09,2021,Asian Pacific journal of cancer prevention : APJCP,22,9,2476-762X,Masanari,Minamitani,"Department of Radiology, MD, the University of Tokyo Hospital, Tokyo, Japan.",Tomoya,Mukai,Mami,Ogita,Hideomi,Yamashita,Atsuto,Katano,Keiichi,Nakagawa,,,,,,,"Graduate Schools for Law and Politics, MA, the University of Tokyo, Tokyo, Japan.","Department of Radiology, MD, the University of Tokyo Hospital, Tokyo, Japan.","Department of Radiology, MD, PhD, the University of Tokyo Hospital, Tokyo, Japan.","Department of Radiology, MD, PhD, the University of Tokyo Hospital, Tokyo, Japan.","Department of Comprehensive radiation oncology, MD, PhD, the University of Tokyo, Tokyo, Japan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"malignant tumours of the eye: epidemiology, diagnostic methods and radiotherapy",https://pubmed.ncbi.nlm.nih.gov/26508321/,21,10,2015,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,19,8,1769-6658,P,Jardel,"Service d'oncologie radiothérapie, CHU de Poitiers, 2, rue de la Milétrie, 86000 Poitiers, France. Electronic address: jardelpauline@yahoo.fr.",J-P,Caujolle,L,Gastaud,C,Maschi,W,Sauerwein,J,Thariat,,,,,,,"Service d'ophtalmologie, hôpital Saint-Roch, CHU de Nice, 5, rue Pierre-Dévoluy, 06000 Nice, France.","Service d'oncologie médicale, centre Antoine-Lacassagne, 33, avenue de la Lanterne, 06189 Nice, France.","Service d'ophtalmologie, hôpital Saint-Roch, CHU de Nice, 5, rue Pierre-Dévoluy, 06000 Nice, France.","NC Team, Strahlenklinik, hôpital universitaire, 45122 Essen, Allemagne.","Unité CyberKnife et protonthérapie, service d'oncologie radiothérapie, centre Antoine-Lacassagne, 227, avenue de la Lanterne, 06200 Nice, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
french consensus on the management of acromegaly,https://pubmed.ncbi.nlm.nih.gov/19345931/,05,04,2009,Annales d'endocrinologie,70,2,0003-4266,P,Chanson,"Service d'endocrinologie et des maladies de la reproduction, hôpital de Bicêtre, université Paris-Sud-11, 94275 Le Kremlin-Bicêtre, France. philippe.chanson@bct.ap-hop-paris.fr",J,Bertherat,A,Beckers,H,Bihan,T,Brue,P,Caron,O,Chabre,M,Cogne,C,Cortet-Rudelli,,,,,,,,,B,Delemer,,H,Dufour,,R,Gaillard,,M,Gueydan,,I,Morange,,J-C,Souberbielle,,A,Tabarin,,,,,,,,,,,,,,,,,,,,,,,Club Français De L'hypophyse (French Pituitary Club),Société Française Dendocrinologie (French Endocrinology Society),,,,
a robust method of multileaf collimator (mlc) leaf-configuration verification,https://pubmed.ncbi.nlm.nih.gov/15560001/,XX,11,1994,Physics in medicine and biology,39,11,0031-9155,S M,Zhou,"Department of Radiation Oncology, University of California, San Francisco 94143-0226, USA.",L J,Verhey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rtog sarcoma radiation oncologists reach consensus on gross tumor volume and clinical target volume on computed tomographic images for preoperative radiotherapy of primary soft tissue sarcoma of extremity in radiation therapy oncology group studies,https://pubmed.ncbi.nlm.nih.gov/21676552/,15,06,2011,"International journal of radiation oncology, biology, physics",81,4,1879-355X,Dian,Wang,"Department of Radiation Oncology, Medical College of Wisconsin, 8701 Watertown Plank Rd, Milwaukee, WI 53045, USA. dwang@mcw.edu",Walter,Bosch,David,Roberge,Steven E,Finkelstein,Ivy,Petersen,Michael,Haddock,Yen-Lin E,Chen,Naoyuki G,Saito,David G,Kirsch,,,,,,,,,Ying J,Hitchcock,,Aaron H,Wolfson,,Thomas F,DeLaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vademecum of skeletal complications of malignancy,https://pubmed.ncbi.nlm.nih.gov/23757921/,22,05,2013,Revue medicale suisse,9,387,1660-9379,Céline,Py,"Service d'oncologie médicale, Département des spécialités de médecine, HUG, 1211 Genève 14. celine.py@hcuge.ch",Pierre-Yves,Dietrich,Assma,Ben Aïssa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a review of and algorithmic approach to soft palate reconstruction,https://pubmed.ncbi.nlm.nih.gov/30920582/,01,07,2019,JAMA facial plastic surgery,21,4,2168-6092,Christopher J,Britt,"Department of Otolaryngology-Head and Neck Surgery, Loyola University Medical Center, Maywood, Illinois.",Michelle S,Hwang,Andrew T,Day,Kofi,Boahene,Patrick,Byrne,Bruce H,Haughey,Shaun C,Desai,,,,,"Facial Plastic and Reconstructive Surgery, Department of Otolaryngology-Head and Neck Surgery, Johns Hopkins University School of Medicine, Baltimore, Maryland.","Department of Otolaryngology-Head and Neck Surgery, The University of Texas Southwestern Medical Center, Dallas.","Facial Plastic and Reconstructive Surgery, Department of Otolaryngology-Head and Neck Surgery, Johns Hopkins University School of Medicine, Baltimore, Maryland.","Facial Plastic and Reconstructive Surgery, Department of Otolaryngology-Head and Neck Surgery, Johns Hopkins University School of Medicine, Baltimore, Maryland.","Department of Otolaryngology-Head and Neck Surgery, AdventHealth Celebration Hospital, Orlando, Florida.","Facial Plastic and Reconstructive Surgery, Department of Otolaryngology-Head and Neck Surgery, Johns Hopkins University School of Medicine, Baltimore, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
using resource modelling to inform decision making and service planning: the case of colorectal cancer screening in ireland,https://pubmed.ncbi.nlm.nih.gov/23510135/,19,03,2013,BMC health services research,13,,1472-6963,Linda,Sharp,"National Cancer Registry Ireland, Cork Airport Business Park, Kinsale Road, Cork, Ireland. linda.sharp@ncrie.ie",Lesley,Tilson,Sophie,Whyte,Alan O,Ceilleachair,Cathal,Walsh,Cara,Usher,Paul,Tappenden,James,Chilcott,Anthony,Staines,,,,,,,,,Michael,Barry,,Harry,Comber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thresholds for therapies: highlights of the st gallen international expert consensus on the primary therapy of early breast cancer 2009,https://pubmed.ncbi.nlm.nih.gov/19535820/,17,06,2009,Annals of oncology : official journal of the European Society for Medical Oncology,20,8,1569-8041,A,Goldhirsch,"International Breast Cancer Study Group, Oncology Institute of Southern Switzerland, Bellinzona, Switzerland. aron.goldhirsch@ibcsg.org",J N,Ingle,R D,Gelber,A S,Coates,B,Thürlimann,H-J,Senn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panel members,,,,,
current disease management of primary urethral carcinoma,https://pubmed.ncbi.nlm.nih.gov/31307949/,13,07,2019,European urology focus,5,5,2405-4569,Florian,Janisch,"Department of Urology, Medical University of Vienna, Vienna, Austria; Department of Urology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany.",Mohammad,Abufaraj,Harun,Fajkovic,Shoji,Kimura,Takehiro,Iwata,Peter,Nyirady,Michael,Rink,Shahrokh F,Shariat,,,"Department of Urology, Medical University of Vienna, Vienna, Austria; Department of Special Surgery, Jordan University Hospital, The University of Jordan, Amman, Jordan.","Department of Urology, Medical University of Vienna, Vienna, Austria.","Department of Urology, Medical University of Vienna, Vienna, Austria; Department of Urology, Jikei University School of Medicine, Tokyo, Japan.","Department of Urology, Medical University of Vienna, Vienna, Austria; Department of Urology, Okayama University Graduate School of Medicine, Dentistry and Pharmaceutical Sciences, Okayama, Japan.","Department of Urology, Semmelweis University, Budapest, Hungary.","Department of Urology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany.","Department of Urology, Medical University of Vienna, Vienna, Austria; Institute for Urology and Reproductive Health, Sechenov University, Moscow, Russia; Department of Urology, Weill Cornell Medical College, New York, NY, USA; Department of Urology, University of Texas Southwestern Medical Center, Dallas, TX, USA; Department of Urology and Andrology, Karl Landsteiner Institute, Vienna, Austria. Electronic address: shahrokh.shariat@meduniwien.ac.at.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
probabilities of benefit and harms of preoperative radiotherapy for rectal cancer: what do radiation oncologists tell and what do patients understand?,https://pubmed.ncbi.nlm.nih.gov/26025810/,24,05,2015,Patient education and counseling,98,9,1873-5134,Marleen,Kunneman,"Leiden University Medical Centre, Department of Medical Decision Making, Leiden, the Netherlands.",Anne M,Stiggelbout,Corrie A M,Marijnen,Arwen H,Pieterse,,,,,,,,,,,"Leiden University Medical Centre, Department of Medical Decision Making, Leiden, the Netherlands.","Leiden University Medical Centre, Department of Clinical Oncology, Leiden, the Netherlands.","Leiden University Medical Centre, Department of Medical Decision Making, Leiden, the Netherlands. Electronic address: pieterse@lumc.nl.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of primary radiation therapy versus radical prostatectomy for intermediate- to high-risk prostate cancer,https://pubmed.ncbi.nlm.nih.gov/29353655/,24,10,2017,"International journal of radiation oncology, biology, physics",100,2,1879-355X,Jennifer A,Dorth,"Department of Radiation Oncology, University Hospitals Seidman Cancer Center and Case Western Reserve University, Cleveland, Ohio. Electronic address: jennifer.dorth@uhhospitals.org.",W Robert,Lee,Junzo,Chino,Robert,Abouassaly,Rodney J,Ellis,Evan R,Myers,,,,,,,"Department of Radiation Oncology, Duke University School of Medicine, Durham, North Carolina.","Department of Radiation Oncology, Duke University School of Medicine, Durham, North Carolina.","Department of Urology, University Hospitals Seidman Cancer Center and Case Western Reserve University, Cleveland, Ohio.","Department of Radiation Oncology, University Hospitals Seidman Cancer Center and Case Western Reserve University, Cleveland, Ohio.","Department of Obstetrics and Gynecology, Duke University School of Medicine, Durham, North Carolina.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do we need thyroid follow-up registers? a cost-effective study,https://pubmed.ncbi.nlm.nih.gov/6122983/,29,05,1982,"Lancet (London, England)",1,8283,0140-6736,S J,Jones,,A J,Hedley,B,Curtis,S P,Allison,A M,Woolfson,R,Steele,P D,Bewsher,R D,Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oesophageal cancer: multidisciplinary approach,https://pubmed.ncbi.nlm.nih.gov/20672683/,23,06,2010,Revue medicale suisse,6,254,1660-9379,F,Volonté,"Service de chirurgie viscérale, HUG, Genève 14. francesco.volonte@hcuge.ch",A,Roth,M,Betz,O,Huber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breast reconstruction combined with radiation therapy: long-term risks and factors related to decision making,https://pubmed.ncbi.nlm.nih.gov/18677136/,XX,XX,2008,"Cancer journal (Sudbury, Mass.)",14,4,1528-9117,Beryl,McCormick,"Department of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, NY 10065, USA. mccormib@mskcc.org",Jean,Wright,Peter,Cordiero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pheochromocytoma: diagnosis and management update,https://pubmed.ncbi.nlm.nih.gov/15527694/,XX,12,2004,Current hypertension reports,6,6,1522-6417,William M,Manger,"New York University Medical Center and National Hypertension Association, 324 East 30th Street, New York, NY 10016, USA. nathypertension@aol",Graeme,Eisenhofer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surgical treatment of hypopharyngeal cancer: a review of the literature and proposal for a decisional flow-chart,https://pubmed.ncbi.nlm.nih.gov/24227894/,XX,10,2013,Acta otorhinolaryngologica Italica : organo ufficiale della Societa italiana di otorinolaringologia e chirurgia cervico-facciale,33,5,1827-675X,F,Mura,"Department of Otolaryngology Head and Neck Surgery, University of Pavia, IRCCS Policlinico ""S. Matteo"" Foundation, Pavia, Italy.",G,Bertino,A,Occhini,M,Benazzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thyroid dysfunction in pregnancy: definition of tsh cut-off should precede the decision of screening in low-risk pregnant women,https://pubmed.ncbi.nlm.nih.gov/20504103/,26,05,2010,Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology,27,3,1473-0766,Pedro W,Rosario,"Postgraduation Program, Santa Casa de Belo Horizonte, Minas Gerais, Brazil. pedrorosario@globo.com",Saulo,Purisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automatic delineation of body contours on cone-beam ct images using a delineation booster,https://pubmed.ncbi.nlm.nih.gov/22706031/,15,06,2012,Physics in medicine and biology,57,13,1361-6560,G,Stippel,"Department of Radiation Oncology, Academic Medical Center, University of Amsterdam, Meibergdreef 9, 1105 AZ Amsterdam, The Netherlands.",D C,van Rooijen,J,Crezee,A,Bel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-minimization analysis of gstp1c.313a>g genotyping for the prevention of cisplatin-induced nausea and vomiting: a bayesian inference approach,https://pubmed.ncbi.nlm.nih.gov/30870506/,14,03,2019,PloS one,14,3,1932-6203,Ligia Traldi,Macedo,"Faculty of Medical Sciences, State University of Campinas (UNICAMP), Campinas, Brazil.",Vinicius Eduardo,Ferrari,Juliana,Carron,Ericka Francislaine Dias,Costa,Leisa,Lopes-Aguiar,Gustavo Jacob,Lourenço,Carmen Silvia Passos,Lima,,,,,"Centre for Economics and Administration (CEA), Pontifical Catholic University of Campinas (PUCC), Campinas, Brazil.","Faculty of Medical Sciences, State University of Campinas (UNICAMP), Campinas, Brazil.","Faculty of Medical Sciences, State University of Campinas (UNICAMP), Campinas, Brazil.","Faculty of Medical Sciences, State University of Campinas (UNICAMP), Campinas, Brazil.","Faculty of Medical Sciences, State University of Campinas (UNICAMP), Campinas, Brazil.","Faculty of Medical Sciences, State University of Campinas (UNICAMP), Campinas, Brazil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"sequencing surgery, radiotherapy and chemotherapy: insights from a mathematical analysis",https://pubmed.ncbi.nlm.nih.gov/12206517/,XX,06,2002,Breast cancer research and treatment,74,3,0167-6806,Damian R,Beil,"Operations Research Center, Massachusetts Institute of Technology, Cambridge 02139, USA.",Lawrence M,Wein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stereotactic radiation techniques in the treatment of acoustic schwannomas,https://pubmed.ncbi.nlm.nih.gov/17544696/,XX,06,2007,Otolaryngologic clinics of North America,40,3,0030-6665,Steven,Abram,"Neuroscience Institute of Saint Thomas Hospital, 4220 Harding Road, Nashville, TN 37205, USA. sabram@howellallen.com",Paul,Rosenblatt,Stephen,Holcomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of the decipher genomic classifier to guide individualized decisions for early radiation therapy after prostatectomy for prostate cancer,https://pubmed.ncbi.nlm.nih.gov/28089723/,17,08,2016,Clinical genitourinary cancer,15,3,1938-0682,Jennifer M,Lobo,"Department of Public Health Sciences, University of Virginia School of Medicine, Charlottesville, VA. Electronic address: jem4yb@virginia.edu.",Daniel M,Trifiletti,Vanessa N,Sturz,Adam P,Dicker,Christine,Buerki,Elai,Davicioni,Matthew R,Cooperberg,R Jeffrey,Karnes,Robert B,Jenkins,"Department of Radiation Oncology, University of Virginia School of Medicine, Charlottesville, VA.","Department of Public Health Sciences, University of Virginia School of Medicine, Charlottesville, VA.","Department of Radiation Oncology, Sidney Kimmel Cancer Center, Sidney Kimmel Medical College at Thomas Jefferson University, Philadelphia, PA.","GenomeDx Biosciences, Vancouver, BC, Canada.","GenomeDx Biosciences, Vancouver, BC, Canada.","Department of Urology, University of California, San Francisco, Helen Diller Family Comprehensive Cancer Center, San Francisco, CA.","Department of Urology, Mayo Clinic, Rochester, MN.","Department of Laboratory Medicine and Pathology, Mayo Clinic, Rochester, MN.",Robert B,Den,"Department of Radiation Oncology, Sidney Kimmel Cancer Center, Sidney Kimmel Medical College at Thomas Jefferson University, Philadelphia, PA.",Timothy N,Showalter,"Department of Radiation Oncology, University of Virginia School of Medicine, Charlottesville, VA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinical management of the most important cancers in older patients,https://pubmed.ncbi.nlm.nih.gov/19408878/,20,03,2009,La Revue du praticien,59,3,0035-2640,Véronique,Girre,"Institut Curie, 75005 Paris. veronique.girre@curie.net",Etienne,Brain,Hervé,Le Caer,Hervé,Ghesquières,Patrice,Peyrat,Catherine,Terret,Jean-Pierre,Droz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parametric response mapping of coregistered positron emission tomography and dynamic contrast enhanced computed tomography to identify radioresistant subvolumes in locally advanced cervical cancer,https://pubmed.ncbi.nlm.nih.gov/32251757/,03,04,2020,"International journal of radiation oncology, biology, physics",107,4,1879-355X,Dante P I,Capaldi,"Department of Radiation Oncology, School of Medicine, Stanford University, Stanford, California.",Dimitre H,Hristov,Elizabeth A,Kidd,,,,,,,,,,,,,"Department of Radiation Oncology, School of Medicine, Stanford University, Stanford, California.","Department of Radiation Oncology, School of Medicine, Stanford University, Stanford, California. Electronic address: ekidd@stanford.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imaging of the post-irradiation larynx for laryngeal and hypopharyngeal carcinomas,https://pubmed.ncbi.nlm.nih.gov/18772778/,XX,XX,2008,Journal de radiologie,89,7-8 Pt 2,0221-0363,J D,Piekarski,"Service Imagerie Médicale, Fondation A de Rothschild, 25 rue Manin, 75940 Paris Cedex 19, France.",C,Ala Eddine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the treatment algorithm of acromegaly,https://pubmed.ncbi.nlm.nih.gov/15233211/,XX,XX,2003,Journal of endocrinological investigation,26,8 Suppl,0391-4097,A,Colao,"Department of Molecular and Clinical Endocrinology and Oncology, Section of Endocrinology, Federico II University, Naples, Italy. colao@unina.it",R,Pivonello,P,Cappabianca,G,Vitale,G,Lombardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness analysis of 18f-fdg pet/ct in detecting suspected recurrence or metastasis in well-differentiated thyroid carcinoma patients with negative diagnostic total body scan in thailand: a decision analysis,https://pubmed.ncbi.nlm.nih.gov/24350419/,XX,10,2013,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,96,10,0125-2208,Benjapa,Khiewvan,"Division of Nuclear Medicine, Department of Radiology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand. sibkv@mahidol.ac.th",Cherdchai,Nopmaneejumruslers,Pawana,Pusuwan,Pongpija,Tuchinda,Napaporn,Tojinda,Kritaya,Ubolnuch,,,,,,,"Department of Medicine, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand.","Division of Nuclear Medicine, Department of Radiology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand.","Division of Nuclear Medicine, Department of Radiology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand.","Division of Nuclear Medicine, Department of Radiology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand.","Division of Nuclear Medicine, Department of Radiology, Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adjuvant radiotherapy,https://pubmed.ncbi.nlm.nih.gov/21912576/,19,08,2011,Deutsches Arzteblatt international,108,33,1866-0452,Maximilian,Rudert,,Boris Michael,Holzapfel,Michael Georg,Jakubietz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surveillance imaging for patients with head and neck cancer treated with definitive radiotherapy: a partially observed markov decision process model,https://pubmed.ncbi.nlm.nih.gov/31725906/,14,11,2019,Cancer,126,4,1097-0142,Sweet Ping,Ng,"Department of Radiation Oncology, Division of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas.",Temitayo,Ajayi,Andrew J,Schaefer,Courtney,Pollard,Houda,Bahig,Adam S,Garden,David I,Rosenthal,G Brandon,Gunn,Steven J,Frank,"Department of Computational and Applied Mathematics, Rice University, Houston, Texas.","Department of Computational and Applied Mathematics, Rice University, Houston, Texas.","Department of Radiation Oncology, Division of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas.","Department of Radiation Oncology, Division of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas.","Department of Radiation Oncology, Division of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas.","Department of Radiation Oncology, Division of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas.","Department of Radiation Oncology, Division of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas.","Department of Radiation Oncology, Division of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas.",Jack,Phan,"Department of Radiation Oncology, Division of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas.",William H,Morrison,"Department of Radiation Oncology, Division of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas.",Jason M,Johnson,"Department of Diagnostic Radiology, The University of Texas MD Anderson Cancer Center, Houston, Texas.",Abdallah S R,Mohamed,"Department of Radiation Oncology, Division of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas.",Erich M,Sturgis,"Department of Head and Neck Surgery, Division of Surgery, The University of Texas MD Anderson Cancer Center, Houston, Texas.",Clifton D,Fuller,"Department of Radiation Oncology, Division of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, Texas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinical trials in oncology: some data collection features,https://pubmed.ncbi.nlm.nih.gov/3256011/,XX,XX,1988,Rays,13,3,0390-7740,V,Valentini,,N,Cellini,C,Stella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chemotherapeutic options for primary brain tumors,https://pubmed.ncbi.nlm.nih.gov/17032559/,XX,11,2006,Current treatment options in oncology,7,6,1527-2729,Lyndon,Kim,"Neuro-Oncology Branch, National Cancer Institute and National Institutes of Neurological Disorders and Stroke, National Institutes of Health, Bloch Building 82, 9030 Old Georgetown Road, Bethesda, MD 20892, USA. lkim@nih.gov",Michael,Glantz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seizures in people with cancer,https://pubmed.ncbi.nlm.nih.gov/17441395/,XX,02,2007,Clinical journal of oncology nursing,11,1,1092-1095,Laurel,Westcarth,"Department of Neuro-Oncology, University of Texas M.D. Anderson Cancer Center, Houston, USA. ljwestca@mdanderson.org",Terri,Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a rescue strategy for handling unevaluable patients in simon's two stage design,https://pubmed.ncbi.nlm.nih.gov/26368810/,14,09,2015,PloS one,10,9,1932-6203,Lisa,Belin,"Biostatistics department, Hôpital, Institut Curie, Paris, France; UMR 1178, INSERM, Villejuif, France.",Philippe,Broët,Yann,De Rycke,,,,,,,,,,,,,"UMR 1178, INSERM, Villejuif, France; Université Paris Sud, Villejuif, France; Hôpital Paul Brousse, AP-HP, Villejuif, France.","Epidemiology and Clinical Research department, Hôpital Bichat, AP-HP, Paris, France; Centre de pharmacoépidémiologie (Cephepi), Hôpital Bichat, AP-HP, Paris, France; UMR 1123 ECEVE, Université Paris Diderot, Sorbonne Paris Cité, Paris, France; UMR 1123 ECEVE, INSERM, Paris, France; CIC-EC 1425, INSERM, Paris, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
